timestamp,temperature,pressure,humidity
2025-02-11T11:18:27.848Z,16.4,1021,77
2025-02-11T11:23:27.787Z,16.5,1020.9,74
2025-02-11T11:28:27.798Z,16.7,1021,76
2025-02-11T11:33:27.797Z,16.5,1021,72
2025-02-11T11:38:27.976Z,16.4,1020.8,76
2025-02-11T11:43:27.816Z,16.7,1020.8,76
2025-02-11T11:48:27.825Z,16,1020.7,73
2025-02-11T11:53:27.843Z,15.6,1020.6,76
2025-02-11T11:58:27.859Z,15.5,1020.6,76
2025-02-11T12:03:27.890Z,15.5,1020.5,76
2025-02-11T12:08:27.858Z,15.5,1020.4,75
2025-02-11T12:13:27.859Z,15.7,1020.4,76
2025-02-11T12:18:27.871Z,15.9,1020.3,75
2025-02-11T12:23:27.881Z,16.3,1020.3,74
2025-02-11T12:28:27.886Z,16.7,1020.3,72
2025-02-11T12:33:27.889Z,16.2,1020.1,73
2025-02-11T12:38:27.899Z,16,1020.1,75
2025-02-11T12:43:27.915Z,15.9,1019.9,75
2025-02-11T12:48:27.960Z,16,1019.8,73
2025-02-11T12:53:27.926Z,16.2,1019.8,73
2025-02-11T12:58:27.938Z,16.2,1019.7,72
2025-02-11T13:03:27.984Z,16.7,1019.7,71
2025-02-11T13:08:27.977Z,17.4,1019.5,72
2025-02-11T13:13:27.988Z,17.6,1019.6,72
2025-02-11T13:18:27.992Z,17.7,1019.4,71
2025-02-11T13:23:28.022Z,17.5,1019.3,69
2025-02-11T13:28:28.017Z,16.8,1019.1,73
2025-02-11T13:33:28.018Z,16.9,1019,73
2025-02-11T13:38:28.003Z,16.9,1018.9,70
2025-02-11T13:43:28.014Z,16.4,1018.9,73
2025-02-11T13:48:28.031Z,16.5,1019,74
2025-02-11T13:53:28.042Z,16.9,1019,73
2025-02-11T13:58:28.038Z,17.1,1018.9,72
2025-02-11T14:03:28.066Z,17.2,1018.8,72
2025-02-11T14:08:28.053Z,17.5,1018.6,72
2025-02-11T14:13:28.046Z,17.6,1018.6,71
2025-02-11T14:18:28.055Z,17.9,1018.6,71
2025-02-11T14:23:28.071Z,18,1018.6,69
2025-02-11T14:28:28.073Z,18.1,1018.6,69
2025-02-11T14:33:28.097Z,18.4,1018.6,69
2025-02-11T14:38:28.119Z,18.2,1018.5,71
2025-02-11T14:43:28.172Z,17.7,1018.6,70
2025-02-11T14:48:28.145Z,17,1018.5,72
2025-02-11T14:53:28.098Z,16.7,1018.5,72
2025-02-11T14:58:28.105Z,16.6,1018.4,73
2025-02-11T15:03:28.104Z,16.6,1018.7,74
2025-02-11T15:08:28.125Z,16.5,1018.7,76
2025-02-12T07:05:40.619Z,5.2,1016.7,96
2025-02-12T07:10:40.603Z,5.3,1016.8,96
2025-02-12T07:15:40.602Z,5.3,1016.6,96
2025-02-12T07:20:40.658Z,5.4,1016.7,96
2025-02-12T07:25:40.658Z,5.5,1016.7,96
2025-02-12T07:30:40.630Z,5.6,1016.6,96
2025-02-12T07:35:40.631Z,5.7,1016.7,96
2025-02-12T07:40:40.696Z,5.9,1016.7,96
2025-02-12T07:45:40.674Z,6,1016.8,96
2025-02-12T07:50:40.661Z,6.2,1016.7,96
2025-02-12T07:55:40.670Z,6.4,1016.6,96
2025-02-12T08:00:40.713Z,6.3,1016.5,96
2025-02-12T08:05:40.686Z,6.5,1016.5,96
2025-02-12T08:10:40.726Z,6.8,1016.5,96
2025-02-12T08:15:40.735Z,7,1016.5,96
2025-02-12T08:20:40.736Z,7,1016.6,96
2025-02-12T08:25:40.769Z,7.3,1016.7,96
2025-02-12T08:30:40.733Z,7.6,1016.6,96
2025-02-12T08:35:40.762Z,7.8,1016.7,96
2025-02-12T08:40:42.102Z,8.1,1016.8,97
2025-02-12T08:45:42.113Z,8.3,1016.8,96
2025-02-12T08:50:42.108Z,8.4,1017,96
2025-02-12T08:55:42.127Z,8.7,1017.1,97
2025-02-12T09:00:42.157Z,9.1,1017.2,97
2025-02-12T09:05:42.169Z,9.6,1017.2,96
2025-02-12T09:10:42.126Z,9.9,1016.9,97
2025-02-12T09:15:42.155Z,10.2,1017,96
2025-02-12T09:20:42.142Z,10.4,1017,97
2025-02-12T09:25:42.166Z,10.8,1017,96
2025-02-12T09:30:42.162Z,11.1,1017.1,97
2025-02-12T09:35:42.216Z,11.3,1017.1,97
2025-02-12T09:40:42.193Z,11.5,1017,96
2025-02-12T09:45:42.257Z,11.5,1016.7,96
2025-02-12T09:50:42.520Z,11.7,1016.6,96
2025-02-12T09:55:42.248Z,11.8,1016.7,96
2025-02-12T10:00:42.258Z,12,1016.7,96
2025-02-12T10:05:42.261Z,12.5,1016.6,96
2025-02-12T10:10:42.276Z,12.6,1016.7,96
2025-02-12T10:15:42.287Z,12.7,1016.8,96
2025-02-12T10:20:42.291Z,13,1016.9,96
2025-02-12T10:25:42.310Z,13.1,1016.6,95
2025-02-12T10:30:42.310Z,13.4,1016.5,95
2025-02-12T10:35:42.301Z,13.5,1016.5,94
2025-02-12T10:40:42.295Z,14.1,1016.5,95
2025-02-12T10:45:42.329Z,14.2,1016.6,95
2025-02-12T10:50:42.318Z,14.3,1016.6,94
2025-02-12T10:55:42.332Z,14.5,1016.4,93
2025-02-12T11:00:42.327Z,14.7,1016.4,93
2025-02-12T11:05:42.340Z,14.9,1016.5,91
2025-02-12T11:10:42.338Z,15.3,1016.4,90
2025-02-12T11:15:42.344Z,15.9,1016.5,86
2025-02-12T11:20:42.660Z,16.2,1016.4,83
2025-02-12T11:25:42.619Z,16.5,1016.3,82
2025-02-12T11:30:44.620Z,16.8,1016.2,82
2025-02-12T11:35:42.644Z,16.9,1016,79
2025-02-12T11:40:42.563Z,16.9,1015.8,77
2025-02-12T11:45:43.655Z,17.1,1015.8,78
2025-02-12T11:50:43.771Z,17,1015.8,78
2025-02-12T11:55:42.467Z,17,1015.9,76
2025-02-12T12:00:43.626Z,17.1,1015.9,76
2025-02-12T12:05:42.663Z,17.4,1015.8,77
2025-02-12T12:10:42.450Z,17.3,1015.5,75
2025-02-12T12:15:43.719Z,17.2,1015.4,77
2025-02-12T12:20:45.352Z,17.5,1015.3,75
2025-02-12T12:25:42.712Z,17.4,1015.2,75
2025-02-12T12:30:42.927Z,17.3,1015.3,74
2025-02-12T12:35:42.451Z,17.8,1015.4,75
2025-02-12T12:40:42.458Z,18,1015.3,74
2025-02-12T12:45:42.558Z,17.9,1015.1,72
